,LocationID,Borough,Zone,service_zone,geometry
154,155,Brooklyn,Marine Park/Mill Basin,Boro Zone,"MULTIPOLYGON (((-73.9390593 40.6074376, -73.9390247 40.6074051, -73.938495 40.606908, -73.9383511 40.606992, -73.938322 40.606967, -73.9379088 40.6066125, -73.9380821 40.6061985, -73.9383155 40.6060376, -73.9342731 40.6023514, -73.933521 40.6028453, -73.9300851 40.6050747, -73.9300705 40.6051209, -73.9335073 40.6082028, -73.9341956 40.6077502, -73.9360286 40.6093818, -73.9361134 40.6093547, -73.9390593 40.6074376)), ((-73.9333946 40.6026709, -73.927913 40.5977461, -73.9281169 40.5976159, -73.9293058 40.596853, -73.9293032 40.596771, -73.9287557 40.5963157, -73.9283596 40.5964802, -73.9282401 40.5964625, -73.9276456 40.5959122, -73.9275627 40.5959475, -73.9270415 40.5954991, -73.9274851 40.5951511, -73.9274119 40.5950637, -73.9272298 40.5948845, -73.9264181 40.5941628, -73.9260713 40.5938571, -73.925569 40.5934013, -73.9254116 40.5932628, -73.9248085 40.5927191, -73.9239897 40.5919876, -73.9235033 40.5915462, -73.9233762 40.5914425, -73.9222804 40.5904545, -73.9217196 40.58995, -73.9214943 40.5897584, -73.9209535 40.5892589, -73.9207757 40.5891033, -73.9197331 40.5881503, -73.9186687 40.5872031, -73.9185261 40.5871521, -73.9182256 40.5868778, -73.9182319 40.5868198, -73.9179539 40.5866071, -73.9176555 40.5870926, -73.9176423 40.5871049, -73.9173551 40.5873728, -73.9161964 40.5878943, -73.9141708 40.5888264, -73.9141355 40.5894634, -73.9145227 40.5899735, -73.9148596 40.5902175, -73.9150806 40.5903776, -73.9157021 40.5907497, -73.9164797 40.5910946, -73.9171148 40.5919549, -73.9172548 40.591944, -73.917544 40.592372, -73.9182478 40.5931346, -73.9186335 40.5932847, -73.9190718 40.5937798, -73.9196812 40.594197, -73.9197603 40.5942635, -73.9203249 40.5947379, -73.9204178 40.5947726, -73.9208485 40.5949334, -73.9211271 40.594908, -73.9219042 40.5951876, -73.9220774 40.5953943, -73.9225479 40.5961522, -73.9227625 40.596263, -73.9228826 40.5962695, -73.9229341 40.5964911, -73.9234835 40.5968951, -73.9241701 40.5974882, -73.9246867 40.5978505, -73.9252172 40.5983941, -73.9259468 40.5988763, -73.9264875 40.599326, -73.9268995 40.5995867, -73.9273802 40.6000298, -73.9281866 40.6004171, -73.9282659 40.6004716, -73.9283265 40.6004964, -73.9284053 40.6005467, -73.9286848 40.6006098, -73.9286762 40.6003817, -73.9291866 40.6005042, -73.9293221 40.6006053, -73.929174 40.600864, -73.9296976 40.6011963, -73.9302126 40.6012224, -73.9308048 40.6016525, -73.931631 40.6023258, -73.9316951 40.6025062, -73.9317214 40.6025804, -73.9318004 40.602643, -73.9320824 40.6026839, -73.9321252 40.6028446, -73.9319378 40.6031122, -73.9317146 40.6032491, -73.9313198 40.6035814, -73.9311567 40.6038616, -73.9309765 40.6039138, -73.9307705 40.6037313, -73.9304872 40.6037052, -73.9302898 40.6038225, -73.9302059 40.6039819, -73.9301544 40.6040297, -73.9300958 40.6040094, -73.930126 40.6039706, -73.9300581 40.6037899, -73.9299379 40.6036922, -73.9294881 40.6038491, -73.9294735 40.6039291, -73.9293824 40.6040222, -73.9292394 40.603996, -73.9291818 40.6038281, -73.9290306 40.6037751, -73.9290166 40.6036922, -73.929493 40.6033969, -73.929616 40.6031779, -73.929665 40.6030359, -73.9296504 40.6029418, -73.9296197 40.6028747, -73.9295762 40.6027718, -73.9295006 40.6026881, -73.9294148 40.6026596, -73.9290613 40.6025027, -73.9290005 40.6024796, -73.9289553 40.602442, -73.9289071 40.6023905, -73.9288692 40.6023453, -73.9288353 40.6022864, -73.9288607 40.6022573, -73.9288513 40.6022222, -73.9288435 40.6021923, -73.9288133 40.6021863, -73.9287839 40.6021969, -73.9287495 40.6022277, -73.9287213 40.6022517, -73.9286526 40.602267, -73.9285908 40.6022593, -73.9285129 40.6022267, -73.9284359 40.6022366, -73.9284388 40.6022618, -73.9284249 40.6022901, -73.9283986 40.6022853, -73.928385 40.6022509, -73.9283588 40.602223, -73.9283253 40.6022006, -73.9282634 40.6021622, -73.9282661 40.6021155, -73.9282039 40.6020388, -73.9281298 40.6019801, -73.9280483 40.6019328, -73.9279585 40.6018804, -73.92789 40.6018276, -73.9277747 40.6017448, -73.9276879 40.6016718, -73.9276332 40.6016608, -73.9275544 40.60161, -73.9275322 40.6015684, -73.9274865 40.6015422, -73.927432 40.6015022, -73.9274073 40.6014788, -73.9273516 40.601365, -73.927243 40.6012513, -73.9270664 40.6011648, -73.9268815 40.6010744, -73.9267967 40.6010054, -73.926726 40.600942, -73.9266391 40.6008811, -73.9265488 40.600793, -73.9264725 40.6007652, -73.9263956 40.6007136, -73.9263159 40.6006228, -73.9262023 40.6005723, -73.9260337 40.6005015, -73.9258381 40.600429, -73.9257267 40.6003268, -73.9254913 40.6001593, -73.9252556 40.5999976, -73.9250198 40.5998604, -73.9248224 40.5997585, -73.9245563 40.5996791, -73.9243288 40.5996326, -73.9241358 40.5996192, -73.9240386 40.5996639, -73.9239632 40.5997222, -73.9238944 40.5998161, -73.9238332 40.5999343, -73.9237528 40.6001042, -73.9235281 40.6003769, -73.9234192 40.600573, -73.9233623 40.6006911, -73.9232655 40.6009103, -73.9232426 40.6010027, -73.9231761 40.6010843, -73.9230817 40.6011729, -73.922975 40.6012424, -73.922869 40.6013555, -73.9227841 40.6014376, -73.9226612 40.6014507, -73.9223695 40.601554, -73.9223305 40.6016319, -73.9222084 40.601687, -73.9220776 40.6017225, -73.9218335 40.601759, -73.9215893 40.6017578, -73.9213542 40.6016893, -73.9211615 40.6015823, -73.9210068 40.6015402, -73.9208467 40.6014668, -73.9206983 40.6013909, -73.9205116 40.6012763, -73.9202332 40.6011211, -73.9201173 40.6010643, -73.919979 40.601033, -73.9198495 40.6009443, -73.9197028 40.6008768, -73.9195445 40.6008554, -73.9193336 40.6008773, -73.9191552 40.6008736, -73.9190056 40.6008463, -73.9187762 40.6007731, -73.9186163 40.6006996, -73.9183656 40.6005319, -73.9181508 40.6004275, -73.9180071 40.6003845, -73.9178761 40.6003863, -73.9178288 40.6003688, -73.9177895 40.600166, -73.9177103 40.6000779, -73.9174993 40.5999665, -73.9172542 40.5998757, -73.9171639 40.5998346, -73.9170476 40.5998296, -73.9169982 40.5998183, -73.9169497 40.5997671, -73.9169358 40.5997281, -73.9168248 40.5996478, -73.9166867 40.5995868, -73.9166209 40.5995325, -73.9164714 40.5995038, -73.9162893 40.5994341, -73.9161767 40.5993499, -73.9159973 40.5992759, -73.9158295 40.5992357, -73.9156943 40.5991453, -73.9155675 40.5990462, -73.91552 40.5989554, -73.9154881 40.5989014, -73.915405 40.5988585, -73.9153114 40.5988518, -73.9151374 40.598682, -73.9150892 40.5985811, -73.9150615 40.598469, -73.9149749 40.598314, -73.9149366 40.5982014, -73.914848 40.5980489, -73.9147394 40.5979538, -73.9146291 40.5978953, -73.9144976 40.5977161, -73.9143647 40.5975162, -73.9141059 40.5972378, -73.9139068 40.5970817, -73.9136866 40.5969738, -73.9135386 40.5968502, -73.9134268 40.5966559, -73.9132467 40.5962653, -73.9131202 40.5959707, -73.9130008 40.595882, -73.9125395 40.5955011, -73.9124835 40.595382, -73.912416 40.5951505, -73.9123005 40.5950231, -73.912259 40.5949403, -73.9122288 40.5948141, -73.9121801 40.5946801, -73.9121438 40.5946269, -73.9120895 40.5946045, -73.9120509 40.5945693, -73.9120184 40.5944004, -73.9119916 40.5943326, -73.9119928 40.5942893, -73.9120281 40.5940562, -73.9120778 40.5939008, -73.912035 40.5936947, -73.9120092 40.5935947, -73.9120244 40.5933821, -73.9120041 40.5932921, -73.9119559 40.5932676, -73.9119236 40.5932348, -73.911946 40.5931763, -73.9119725 40.5931731, -73.9120054 40.5931938, -73.9120333 40.5931635, -73.9120247 40.5930444, -73.9119587 40.5930211, -73.9119249 40.5929848, -73.9118682 40.5928692, -73.9118679 40.5927624, -73.9119454 40.592666, -73.9119346 40.5924992, -73.911849 40.5924125, -73.9118236 40.5923629, -73.9117537 40.5923262, -73.9117251 40.5921804, -73.911707 40.5919454, -73.9117225 40.5918406, -73.9116964 40.5916609, -73.9116343 40.5914806, -73.911575 40.5913751, -73.9115397 40.5912742, -73.9115307 40.5911355, -73.9115183 40.5909593, -73.9115514 40.5908487, -73.9115919 40.5906785, -73.9115983 40.5906106, -73.9115889 40.5903898, -73.9116183 40.5902737, -73.9116748 40.5900809, -73.9117407 40.5899281, -73.9117154 40.5898045, -73.9116948 40.5897182, -73.9117024 40.5895877, -73.9117387 40.589301, -73.9118055 40.5890449, -73.9118958 40.5888515, -73.9119282 40.5886075, -73.9119394 40.5884394, -73.9119205 40.5882725, -73.9118601 40.5880394, -73.911748 40.5876908, -73.9116767 40.5875482, -73.9116345 40.5874212, -73.9116136 40.5872927, -73.9116179 40.5871795, -73.911648 40.5871151, -73.9116773 40.5870774, -73.9117554 40.5869996, -73.911867 40.5870969, -73.9119062 40.5870842, -73.9119253 40.5870614, -73.9119919 40.5868947, -73.9120306 40.5867978, -73.9120323 40.5866398, -73.9116335 40.586917, -73.9113658 40.5872327, -73.9113258 40.5873574, -73.9113081 40.5873724, -73.9111484 40.5873318, -73.9109178 40.5873237, -73.9105422 40.5875274, -73.910207 40.5878305, -73.9097846 40.5882472, -73.9097683 40.588261, -73.9094506 40.5885912, -73.9091031 40.5891159, -73.9088724 40.5896048, -73.9084156 40.5910291, -73.9084288 40.591805, -73.9085747 40.5926328, -73.9087892 40.5933692, -73.9088625 40.5936294, -73.909742 40.5964976, -73.9112869 40.5979053, -73.9131425 40.5994275, -73.91379 40.599994, -73.9138179 40.6000184, -73.912957 40.6005862, -73.9128221 40.6006804, -73.9132276 40.601049, -73.9175804 40.6050058, -73.9199139 40.6070625, -73.9206649 40.6065697, -73.9216199 40.6074811, -73.9244293 40.6056241, -73.926256 40.6072766, -73.9297188 40.605045, -73.9297549 40.6050107, -73.9298275 40.6049667, -73.929909 40.6049259, -73.9333946 40.6026709)), ((-73.9263449 40.5846425, -73.9256654 40.5844872, -73.9246685 40.5843574, -73.9241482 40.5842616, -73.9238853 40.584229, -73.9236644 40.5842917, -73.923356 40.5842163, -73.9228651 40.5841674, -73.9225898 40.5842087, -73.9224279 40.5842733, -73.9220202 40.5843467, -73.9215196 40.5843024, -73.9208079 40.5842285, -73.9199693 40.5842779, -73.9190242 40.5843548, -73.9178655 40.5844852, -73.9174614 40.5845692, -73.9173505 40.5846196, -73.9165575 40.5847688, -73.9160228 40.5849068, -73.9154327 40.5850861, -73.9148292 40.5852654, -73.9146505 40.5853453, -73.9142052 40.5855368, -73.9139585 40.5857303, -73.9136098 40.5858687, -73.913055 40.5860431, -73.9133594 40.5860768, -73.9135271 40.5861351, -73.9137503 40.5860497, -73.9146858 40.5862452, -73.9155784 40.5862322, -73.9169947 40.5858541, -73.9170174 40.5857372, -73.9183679 40.5853522, -73.9199529 40.5846759, -73.92096 40.5846287, -73.922711 40.5846938, -73.9233976 40.5848047, -73.9241188 40.5846522, -73.925157 40.5846884, -73.9255691 40.5848373, -73.9258396 40.5849785, -73.9259726 40.5850479, -73.9259918 40.5847897, -73.9263351 40.5847816, -73.9263449 40.5846425)), ((-73.9223162 40.5984723, -73.9221016 40.5980356, -73.9219385 40.5978857, -73.9217926 40.5973774, -73.921681 40.5970515, -73.9208227 40.5963477, -73.9199644 40.5959827, -73.9185899 40.5951537, -73.917956 40.5947314, -73.9167632 40.5935961, -73.9165827 40.5929521, -73.9161278 40.5921765, -73.9151235 40.5914596, -73.9146343 40.5913814, -73.9135357 40.591792, -73.9128662 40.5919549, -73.9124542 40.5921504, -73.912849 40.5922612, -73.9130754 40.5925345, -73.9130379 40.592711, -73.9131409 40.5930629, -73.9128147 40.5940796, -73.9143511 40.5961065, -73.9148661 40.5963933, -73.9154068 40.5970711, -73.915587 40.597221, -73.9159819 40.5976185, -73.9161827 40.5982121, -73.916514 40.5982898, -73.9168716 40.5983803, -73.9178959 40.5990262, -73.9186169 40.5994563, -73.9191233 40.5996258, -73.9206768 40.5995801, -73.9220072 40.5988894, -73.9223162 40.5984723)))"
155,156,Staten Island,Mariners Harbor,Boro Zone,"POLYGON ((-74.15975470000001 40.6357701, -74.1577547 40.6357701, -74.1577547 40.6377701, -74.15975470000001 40.6377701, -74.15975470000001 40.6357701))"
156,157,Queens,Maspeth,Boro Zone,"POLYGON ((-73.91363700000001 40.722158, -73.911637 40.722158, -73.911637 40.724157999999996, -73.91363700000001 40.724157999999996, -73.91363700000001 40.722158))"
157,158,Manhattan,Meatpacking/West Village West,Yellow Zone,"POLYGON ((-74.0090691 40.7398029, -74.0070691 40.7398029, -74.0070691 40.741802899999996, -74.0090691 40.741802899999996, -74.0090691 40.7398029))"
158,159,Bronx,Melrose South,Boro Zone,"POLYGON ((-73.7981479 42.6613945, -73.7979606 42.6612854, -73.7979719 42.6612749, -73.7979224 42.6612461, -73.7979111 42.6612566, -73.7978899 42.6612442, -73.7977912 42.6613358, -73.7979584 42.6614332, -73.7979176 42.661471, -73.7980733 42.6615616, -73.7981225 42.6615159, -73.7980331 42.6614638, -73.7980967 42.6614047, -73.7981214 42.6614191, -73.7981479 42.6613945))"
159,160,Queens,Middle Village,Boro Zone,"POLYGON ((-73.9048138 40.7128636, -73.9043011 40.7128441, -73.9041585 40.7128387, -73.901743 40.7127428, -73.9010792 40.712722, -73.9009824 40.7127184, -73.9009714 40.712718, -73.9005936 40.7127013, -73.8953743 40.710674, -73.8890586 40.7079709, -73.8864514 40.7068563, -73.8852299 40.7064982, -73.8836702 40.70634, -73.8749522 40.7069828, -73.8717152 40.7085217, -73.870148 40.7092514, -73.8700189 40.709296, -73.8683347 40.7098788, -73.8650009 40.7107942, -73.8597733 40.7133463, -73.8598266 40.7142094, -73.8601658 40.7149019, -73.8626005 40.7171582, -73.8661482 40.7208637, -73.867758 40.7226322, -73.8682357 40.7231306, -73.8683201 40.7232185, -73.8693864 40.7244023, -73.869794 40.7251157, -73.8707993 40.727205, -73.8712624 40.727076, -73.8715503 40.7271975, -73.8718224 40.7268011, -73.8718894 40.7268545, -73.8725171 40.7273461, -73.8725698 40.7273874, -73.8726208 40.7274273, -73.873013 40.7277345, -73.8739144 40.7284411, -73.8726029 40.7294164, -73.8725319 40.7294692, -73.8748697 40.7304553, -73.8777174 40.7294494, -73.8795001 40.7287184, -73.879919 40.7284875, -73.8804377 40.7284473, -73.8807932 40.7284196, -73.8814006 40.7283674, -73.8817322 40.728343, -73.8818629 40.7283335, -73.8819792 40.7283247, -73.8829278 40.728253, -73.883457 40.7282115, -73.8835679 40.7281979, -73.8836524 40.7281769, -73.8838792 40.7280668, -73.8849128 40.7279383, -73.8862666 40.7277689, -73.8864645 40.7277393, -73.8867972 40.7276199, -73.8870819 40.7274953, -73.8872378 40.7274197, -73.887356 40.7273591, -73.8878566 40.7270802, -73.8881928 40.7268898, -73.8881814 40.726231, -73.8881804 40.7261741, -73.8871363 40.7261486, -73.8872139 40.7240061, -73.8880244 40.7236311, -73.8879866 40.7235839, -73.8879625 40.7235537, -73.8865622 40.7218041, -73.8865022 40.7217291, -73.8864464 40.7216591, -73.8868798 40.7214579, -73.887101 40.7213555, -73.8871789 40.7213194, -73.8872468 40.7212889, -73.8873069 40.7212603, -73.8873619 40.7212348, -73.8876417 40.7211053, -73.8879844 40.7209467, -73.888108 40.7208893, -73.8884027 40.7207508, -73.8887207 40.7206031, -73.8887761 40.720578, -73.8888489 40.7205436, -73.8889097 40.7205154, -73.8889893 40.7204784, -73.8895866 40.7202009, -73.8896698 40.7201625, -73.8897517 40.7201242, -73.890761 40.7196558, -73.8909558 40.7195582, -73.8911522 40.7194654, -73.8912357 40.719434, -73.8915225 40.7192903, -73.8925149 40.7188106, -73.9048138 40.7128636))"
160,161,Manhattan,Midtown Center,Yellow Zone,"POLYGON ((-73.9863191 40.7640637, -73.9843191 40.7640637, -73.9843191 40.7660637, -73.9863191 40.7660637, -73.9863191 40.7640637))"
161,162,Manhattan,Midtown East,Yellow Zone,"POLYGON ((-73.9734708 40.7588219, -73.97147079999999 40.7588219, -73.97147079999999 40.760821899999996, -73.9734708 40.760821899999996, -73.9734708 40.7588219))"
162,163,Manhattan,Midtown North,Yellow Zone,"POLYGON ((-73.985478 40.7647106, -73.9854607 40.7647032, -73.9851734 40.7645819, -73.9851571 40.764575, -73.9848792 40.7649524, -73.9852001 40.765088, -73.9854655 40.7647277, -73.985478 40.7647106))"
163,164,Manhattan,Midtown South,Yellow Zone,"POLYGON ((-73.985251 40.7488417, -73.983251 40.7488417, -73.983251 40.750841699999995, -73.985251 40.750841699999995, -73.985251 40.7488417))"
164,165,Brooklyn,Midwood,Boro Zone,"POLYGON ((-73.9664889 40.617882300000005, -73.96448889999999 40.617882300000005, -73.96448889999999 40.6198823, -73.9664889 40.6198823, -73.9664889 40.617882300000005))"
165,166,Manhattan,Morningside Heights,Boro Zone,"POLYGON ((-73.96350000000001 40.809000000000005, -73.9615 40.809000000000005, -73.9615 40.811, -73.96350000000001 40.811, -73.96350000000001 40.809000000000005))"
166,167,Bronx,Morrisania/Melrose,Boro Zone,"POLYGON ((-73.9075253 40.8282672, -73.9055253 40.8282672, -73.9055253 40.830267199999994, -73.9075253 40.830267199999994, -73.9075253 40.8282672))"
167,168,Bronx,Mott Haven/Port Morris,Boro Zone,"POLYGON ((-73.92391470000001 40.8079897, -73.9219147 40.8079897, -73.9219147 40.809989699999996, -73.92391470000001 40.809989699999996, -73.92391470000001 40.8079897))"
168,169,Bronx,Mount Hope,Boro Zone,"POLYGON ((-73.7725119 42.629850100000006, -73.77051189999999 42.629850100000006, -73.77051189999999 42.6318501, -73.7725119 42.6318501, -73.7725119 42.629850100000006))"
169,170,Manhattan,Murray Hill,Yellow Zone,"POLYGON ((-73.97975000000001 40.7471574, -73.97775 40.7471574, -73.97775 40.749157399999994, -73.97975000000001 40.749157399999994, -73.97975000000001 40.7471574))"
170,171,Queens,Murray Hill-Queens,Boro Zone,"POLYGON ((-73.81561160000001 40.761709700000004, -73.8136116 40.761709700000004, -73.8136116 40.7637097, -73.81561160000001 40.7637097, -73.81561160000001 40.761709700000004))"
171,172,Staten Island,New Dorp/Midland Beach,Boro Zone,"POLYGON ((-74.1172461 40.572948600000004, -74.1152461 40.572948600000004, -74.1152461 40.5749486, -74.1172461 40.5749486, -74.1172461 40.572948600000004))"
172,173,Queens,North Corona,Boro Zone,
173,174,Bronx,Norwood,Boro Zone,"POLYGON ((-73.8778626 40.8762593, -73.87586259999999 40.8762593, -73.87586259999999 40.878259299999996, -73.8778626 40.878259299999996, -73.8778626 40.8762593))"
174,175,Queens,Oakland Gardens,Boro Zone,"POLYGON ((-73.76696600000001 40.752991, -73.764966 40.752991, -73.764966 40.754991, -73.76696600000001 40.754991, -73.76696600000001 40.752991))"
175,176,Staten Island,Oakwood,Boro Zone,"POLYGON ((-74.1173373 40.5629366, -74.1153373 40.5629366, -74.1153373 40.564936599999996, -74.1173373 40.564936599999996, -74.1173373 40.5629366))"
176,177,Brooklyn,Ocean Hill,Boro Zone,"POLYGON ((-73.9134338 40.6747317, -73.9114338 40.6747317, -73.9114338 40.6767317, -73.9134338 40.6767317, -73.9134338 40.6747317))"
177,178,Brooklyn,Ocean Parkway South,Boro Zone,
178,179,Queens,Old Astoria,Boro Zone,
179,180,Queens,Ozone Park,Boro Zone,"POLYGON ((-73.84474610000001 40.67577, -73.8427461 40.67577, -73.8427461 40.677769999999995, -73.84474610000001 40.677769999999995, -73.84474610000001 40.67577))"
180,181,Brooklyn,Park Slope,Boro Zone,"POLYGON ((-73.9930068 40.6654725, -73.9897932 40.6632755, -73.9892045 40.6627641, -73.9875994 40.6598081, -73.9829388 40.6572297, -73.9696608 40.6733497, -73.9719238 40.6763844, -73.9775923 40.683985, -73.9782022 40.6842282, -73.9782752 40.6841241, -73.9784408 40.6838881, -73.9838229 40.6762139, -73.9930068 40.6654725))"
181,182,Bronx,Parkchester,Boro Zone,"POLYGON ((-73.8619723 40.832204700000005, -73.8599723 40.832204700000005, -73.8599723 40.8342047, -73.8619723 40.8342047, -73.8619723 40.832204700000005))"
182,183,Bronx,Pelham Bay,Boro Zone,"POLYGON ((-73.83433330000001 40.8495556, -73.8323333 40.8495556, -73.8323333 40.8515556, -73.83433330000001 40.8515556, -73.83433330000001 40.8495556))"
